epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.292624294757843,9.999999747378752e-05,2.385408639907837,0.311923086643219,2.443695306777954
1,0.4714876413345337,9.999999747378752e-05,1.7728160619735718,0.555384635925293,1.3409761190414429
2,0.5089912414550781,9.999999747378752e-05,1.6633869409561157,0.7853845953941345,0.7369644045829773
3,0.5176459550857544,9.999999747378752e-05,1.6411330699920654,0.9307692050933838,0.17808514833450317
4,0.5250504612922668,9.999999747378752e-05,1.6204805374145508,0.9819231033325195,0.05820281431078911
5,0.5248581767082214,9.999999747378752e-05,1.6165262460708618,0.9919230937957764,0.02503475733101368
6,0.5284162163734436,9.999999747378752e-05,1.601852297782898,0.9788461327552795,0.05713018402457237
7,0.5297625064849854,9.999999747378752e-05,1.6014074087142944,0.986923098564148,0.045185841619968414
8,0.5317819118499756,9.999999747378752e-05,1.5989305973052979,0.9965384602546692,0.009693989530205727
9,0.5227425694465637,9.999999747378752e-05,1.6143049001693726,0.998846173286438,0.003957667853683233
